scheme,numNodes,areaWidth,areaHeight,simTime,dataRateKbps,packetSize,sinkVelocity,rngRun,gaBestFitness,packetsGenerated,packetsBufferedSent,packetsSent,packetsReceived,bufferOverflowDrops,pdrPercent,throughputKbps,avgDelaySec,totalEnergyConsumedJ,minRemainingEnergyJ,fndTimeSec,hndTimeSec,lndTimeSec,avgTurningAngleDeg,processingTimeMs,arpL3Drops,arpCacheDrops
EGATS-N,200,1000,1000,300,250,512,10,7,0.340517,589662,23005,8164,5265,556699,0.892884,71.8848,0.598561,140,0,34.55,37.6,146.85,51.2802,7,10004,4900
EGATS-N,200,1000,1000,300,250,512,10,3,0.365029,600909,35812,12669,7652,555097,1.2734,104.475,0.938055,140,0,34.45,37.25,178.15,77.0326,7,15959,7300
EGATS-N,200,1000,1000,300,250,512,10,2,0.336911,592743,26656,14370,5001,556196,0.843705,68.2803,1.50782,140,0,34.35,37.35,164.1,76.2047,7,7454,4900
EGATS-N,200,1000,1000,300,250,512,10,10,0.341544,588953,22106,5588,5202,556881,0.883262,71.0246,0.428525,140,0,34.45,37.35,169.25,82.8671,12,10704,5900
RCGA-ABC,200,1000,1000,300,250,512,10,1,0.308102,582291,14306,2915,2151,558018,0.369403,29.3683,1.09133,140,0,34.45,37.35,135.15,116.555,13,4705,6850
RCGA-ABC,200,1000,1000,300,250,512,10,4,0.322376,580679,12505,906,600,558258,0.103327,8.192,1.46641,140,0,34.35,37.4,127.1,93.3756,12,5555,6150
RCGA-ABC,200,1000,1000,300,250,512,10,2,0.314114,587987,20907,5456,5252,557119,0.893217,71.7073,0.428585,140,0,34.35,37.35,141.8,72.8898,8,8555,7000
EGATS-N,200,1000,1000,300,250,512,10,8,0.323706,579289,10657,5366,3405,558632,0.58779,46.4896,1.16308,140,0,34.35,37.45,107.65,87.7626,12,1200,4202
RCGA-ABC,200,1000,1000,300,250,512,10,3,0.346858,579609,11254,3802,2751,558393,0.47463,37.5603,0.542522,140,0,34.45,37.05,130.2,83.9289,10,4453,3050
RCGA-ABC,200,1000,1000,300,250,512,10,7,0.327037,589021,22107,4062,3201,556914,0.543444,43.7043,0.687326,140,0,34.55,37.55,136.6,118.187,12,11006,7150
RCGA-ABC,200,1000,1000,300,250,512,10,10,0.33607,586563,19456,540,250,557264,0.0426212,3.41333,1.67206,140,0,34.45,37.5,139.25,103.658,8,10406,8650
DGA-M,200,1000,1000,300,250,512,10,1,0.335128,582069,14156,3663,2101,558036,0.360954,28.6857,0.428201,140,0,34.45,37.2,111.45,87.5197,6,5655,4900
DGA-M,200,1000,1000,300,250,512,10,2,0.320287,589374,22557,6132,5602,556860,0.9505,76.486,0.429024,140,0,34.35,37.35,147.4,90.8114,6,10305,6200
RCGA-ABC,200,1000,1000,300,250,512,10,9,0.322311,584164,16554,10439,7750,557644,1.32668,105.813,1.69627,140,0,34.4,37.35,139.05,130.271,8,4152,2000
RCGA-ABC,200,1000,1000,300,250,512,10,5,0.328692,593497,27753,11024,6149,555898,1.03606,83.9543,2.75192,140,0,34.35,37.5,140.3,103.772,10,9450,7400
RCGA-ABC,200,1000,1000,300,250,512,10,6,0.304863,584683,16910,7121,3701,557821,0.632993,50.531,3.48205,140,0,34.4,37.45,126.95,133.594,13,3803,6103
DGA-M,200,1000,1000,300,250,512,10,4,0.328886,594213,28060,3587,2851,556153,0.479794,38.9257,0.815391,140,0,34.35,37.35,142.4,69.5012,9,14309,10300
DGA-M,200,1000,1000,300,250,512,10,5,0.353764,575922,7101,36,0,558909,0,0,0,140,0,34.35,37.4,119.75,88.4094,7,4401,2700
DGA-M,200,1000,1000,300,250,512,10,6,0.320281,581350,13156,72,0,558194,0,0,0,140,0,34.4,37.3,112.8,86.593,6,8656,4500
DGA-M,200,1000,1000,300,250,512,10,7,0.345773,584851,17405,5600,3000,557529,0.512951,40.96,2.50774,140,0,34.55,37.55,152.95,92.7371,8,6800,5104
DGA-M,200,1000,1000,300,250,512,10,3,0.346421,590530,23908,12654,7999,556690,1.35455,109.213,2.62976,140,0,34.45,37.25,121.1,87.7802,9,6652,4704
DGA-M,200,1000,1000,300,250,512,10,9,0.342428,601903,37159,7522,5800,554776,0.96361,79.1893,0.897863,140,0,34.4,37.35,171.05,83.1852,6,20708,9050
DGA-M,200,1000,1000,300,250,512,10,8,0.337729,603277,39107,22662,22504,554438,3.73029,307.255,0.428857,140,0,34.35,37.35,152.6,101.384,6,12003,4500
RCGA-ABC,200,1000,1000,300,250,512,10,8,0.312288,595722,29957,21904,11382,555812,1.91062,155.402,0.547931,140,0,34.35,37.35,193.4,103.217,13,4753,3350
CGAPD,200,1000,1000,300,250,512,10,1,0,581270,13204,6744,4249,558103,0.730986,58.013,3.00941,140,0,34.45,37.45,118.45,82.9253,0,1650,4902
DGA-M,200,1000,1000,300,250,512,10,10,0.326762,590488,23710,7981,2704,556818,0.457926,36.9186,0.719891,140,0,34.45,37.4,146.4,97.7045,7,10105,5702
CGAPD,200,1000,1000,300,250,512,10,4,0,577732,9004,5275,3369,558728,0.583142,45.9981,3.60205,140,0,34.35,37.35,117.5,63.6905,0,1051,2753
CGAPD,200,1000,1000,300,250,512,10,6,0,580472,12155,3210,2029,558317,0.349543,27.7026,2.72804,140,0,34.4,37.4,116.25,71.6796,0,1851,7202
CGAPD,200,1000,1000,300,250,512,10,5,0,579893,11554,4781,2528,558382,0.435942,34.5156,2.69115,140,0,34.35,37.5,123.65,77.3878,0,2450,4403
CGAPD,200,1000,1000,300,250,512,10,2,0,581805,13658,6385,3892,558216,0.668953,53.1388,3.06538,140,0,34.35,37.5,116.25,50.4543,0,1451,5955
CGAPD,200,1000,1000,300,250,512,10,8,0,581531,13554,4183,2353,558068,0.404622,32.1263,2.4866,140,0,34.35,37.4,115.9,59.6451,0,1950,7551
CGAPD,200,1000,1000,300,250,512,10,3,0,582042,14105,9213,5674,558030,0.974844,77.469,3.99991,140,0,34.45,37.1,120.85,76.0785,0,1050,3954
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,1,0.579829,1202352,36507,5160,4751,1155891,0.395142,64.867,0.224198,140,0,34.45,37.2,143.5,25.7852,17,22456,9000
CGAPD,200,1000,1000,300,250,512,10,7,0,582648,14804,7002,4252,557882,0.729772,58.054,3.02341,140,0,34.55,37.6,118.6,70.2961,0,2451,5450
CGAPD,200,1000,1000,300,250,512,10,10,0,577285,8505,3344,1851,558876,0.320639,25.2723,1.7742,140,0,34.45,37.45,118.05,63.3874,0,1000,4254
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,3,0.589023,1169511,17304,5251,4251,1142207,0.363485,58.0403,0.224379,140,0,34.45,37.05,139.5,20.5062,14,8553,3550
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,4,0.552428,1164139,14156,3566,2550,1140077,0.219046,34.816,1.17052,140,0,34.35,37.3,129.5,15.1697,11,6555,4100
CGAPD,200,1000,1000,300,250,512,10,9,0,580668,12503,5846,3650,558200,0.628586,49.8347,3.07865,140,0,34.4,37.4,114.6,58.0489,0,1601,5151
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,6,0.557844,1163666,13904,5599,4502,1139805,0.386881,61.4673,0.46656,140,0,34.4,37.25,104.75,11.0252,15,5552,2800
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,2,0.595107,1175394,20757,11491,7048,1144734,0.599629,96.2287,2.18904,140,0,34.35,37.45,142.75,13.3037,12,3953,5402
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,8,0.575388,1184310,25857,8124,7151,1148453,0.603812,97.635,0.56074,140,0,34.35,37.25,157.4,16.353,11,12655,5150
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,7,0.581144,1182384,24756,6683,3059,1147628,0.258715,41.7655,0.224711,140,0,34.55,37.6,175.25,26.9042,14,12003,6151
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,9,0.568492,1169137,17005,8498,7603,1142140,0.650309,103.806,0.224084,140,0,34.4,37.2,141.1,25.3086,16,5452,3100
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,10,0.559083,1166040,15156,5706,3750,1140884,0.321601,51.2,0.96332,140,0,34.45,37.4,146.8,22.727,19,5804,3701
AGAPC,200,1000,1000,300,500,512,10,2,0.342147,1187659,27956,1959,1000,1149769,0.0841993,13.6533,0.224973,140,0,34.35,37.35,156.6,67.7592,11,17906,8200
IAGAPC-Enhanced,200,1000,1000,300,500,512,10,5,0.572486,1207136,39260,20435,13823,1158029,1.14511,188.73,0.262081,140,0,34.35,37.45,197.95,19.3638,16,13057,5851
AGAPC,200,1000,1000,300,500,512,10,1,0.328862,1175374,20705,5315,4251,1144669,0.361672,58.0403,0.603298,140,0,34.45,37.2,166.5,98.6153,7,11204,4250
AGAPC,200,1000,1000,300,500,512,10,4,0.318483,1172750,19254,2623,999,1143509,0.0851844,13.6397,5.63283,140,0,34.35,37.3,148.45,70.7585,10,11704,5000
AGAPC,200,1000,1000,300,500,512,10,3,0.369942,1176584,21506,5387,4001,1145155,0.340052,54.627,0.652949,140,0,34.45,37,146.35,55.3075,6,10255,5950
AGAPC,200,1000,1000,300,500,512,10,8,0.336655,1162938,13454,634,350,1139484,0.0300962,4.77867,1.11529,140,0,34.35,37.25,132.45,76.9228,6,7354,5600
AGAPC,200,1000,1000,300,500,512,10,5,0.350198,1173280,19555,8323,5099,1143787,0.434594,69.6183,2.52237,140,0,34.35,37.4,135.8,59.3194,6,7203,4100
AGAPC,200,1000,1000,300,500,512,10,7,0.342796,1178142,22307,6177,3151,1145887,0.267455,43.0217,0.323278,140,0,34.55,37.55,148.95,81.0972,12,10856,5350
AGAPC,200,1000,1000,300,500,512,10,6,0.321132,1171308,18259,7099,4036,1143131,0.344572,55.1049,3.70395,140,0,34.4,37.4,134.85,69.1549,8,6005,5251
AGAPC,200,1000,1000,300,500,512,10,9,0.332392,1188574,28260,5727,2558,1150350,0.215216,34.9252,0.47169,140,0,34.4,37.35,145.95,88.8215,6,13559,9100
EGATS-N,200,1000,1000,300,500,512,10,4,0.328167,1178017,22354,84,0,1145709,0,0,0,140,0,34.35,37.3,180.4,88.9798,8,15954,6400
AGAPC,200,1000,1000,300,500,512,10,10,0.339765,1173086,19356,7068,5351,1143776,0.456147,73.059,1.21735,140,0,34.45,37.4,143.4,66.0179,12,8304,4050
EGATS-N,200,1000,1000,300,500,512,10,5,0.367023,1169789,17356,1500,849,1142433,0.0725772,11.5917,3.0597,140,0,34.35,37.4,134.4,62.1274,9,9456,6500
EGATS-N,200,1000,1000,300,500,512,10,1,0.335803,1167462,16007,7018,3579,1141500,0.306562,48.8653,2.4382,140,0,34.45,37.45,136.55,79.0991,7,2753,6352
EGATS-N,200,1000,1000,300,500,512,10,6,0.325725,1163289,13755,3043,1901,1139649,0.163416,25.955,2.27712,140,0,34.4,37.4,120.2,99.76,8,5652,5151
EGATS-N,200,1000,1000,300,500,512,10,9,0.368442,1167120,16006,1634,699,1141212,0.059891,9.54368,7.94994,140,0,34.4,37.35,155.7,82.0617,17,8906,5550
EGATS-N,200,1000,1000,300,500,512,10,7,0.340517,1179221,23005,8164,5265,1146249,0.446481,71.8848,0.393903,140,0,34.55,37.6,146.85,51.2802,7,10004,4900
EGATS-N,200,1000,1000,300,500,512,10,2,0.336911,1185383,26656,14370,5001,1148797,0.421889,68.2803,1.30404,140,0,34.35,37.35,164.1,76.2047,7,7454,4900
EGATS-N,200,1000,1000,300,500,512,10,3,0.365029,1201725,35812,12669,7652,1155913,0.636751,104.475,0.734351,140,0,34.45,37.25,178.15,77.0326,8,15959,7300
EGATS-N,200,1000,1000,300,500,512,10,10,0.341544,1177796,22106,5588,5202,1145709,0.441672,71.0246,0.224118,140,0,34.45,37.35,169.25,82.8671,10,10704,5900
RCGA-ABC,200,1000,1000,300,500,512,10,1,0.308102,1164499,14306,2915,2151,1140209,0.184715,29.3683,0.887672,140,0,34.45,37.35,135.15,116.555,11,4705,6850
RCGA-ABC,200,1000,1000,300,500,512,10,4,0.322376,1161266,12505,906,600,1138828,0.0516677,8.192,1.26435,140,0,34.35,37.4,127.1,93.3756,8,5555,6150
RCGA-ABC,200,1000,1000,300,500,512,10,2,0.314114,1175872,20907,5456,5252,1144993,0.446647,71.7073,0.224136,140,0,34.35,37.35,141.8,72.8898,8,8555,7000
EGATS-N,200,1000,1000,300,500,512,10,8,0.323706,1158475,10657,5366,3405,1137818,0.293921,46.4896,0.960744,140,0,34.35,37.45,107.65,87.7626,7,1200,4202
RCGA-ABC,200,1000,1000,300,500,512,10,3,0.346858,1159128,11254,3802,2751,1137900,0.237334,37.5603,0.337722,140,0,34.45,37.05,130.2,83.9289,11,4453,3050
RCGA-ABC,200,1000,1000,300,500,512,10,7,0.327037,1177945,22107,4062,3201,1145838,0.271744,43.7043,0.483997,140,0,34.55,37.55,136.6,118.187,12,11006,7150
RCGA-ABC,200,1000,1000,300,500,512,10,10,0.33607,1173019,19456,540,250,1143676,0.0213125,3.41333,1.47135,140,0,34.45,37.5,139.25,103.658,10,10406,8650
DGA-M,200,1000,1000,300,500,512,10,1,0.335128,1164059,14156,3663,2101,1140001,0.180489,28.6857,0.224473,140,0,34.45,37.2,111.45,87.5197,7,5655,4900
DGA-M,200,1000,1000,300,500,512,10,2,0.320287,1178645,22557,6132,5602,1146125,0.475292,76.486,0.224297,140,0,34.35,37.35,147.4,90.8114,8,10305,6200
RCGA-ABC,200,1000,1000,300,500,512,10,5,0.328692,1186900,27753,11024,6149,1149253,0.518072,83.9543,2.54792,140,0,34.35,37.5,140.3,103.772,11,9450,7400
RCGA-ABC,200,1000,1000,300,500,512,10,9,0.322311,1168241,16554,10439,7750,1141706,0.663391,105.813,1.49187,140,0,34.4,37.35,139.05,130.271,9,4152,2000
RCGA-ABC,200,1000,1000,300,500,512,10,6,0.304863,1169260,16910,7121,3701,1142397,0.316525,50.531,3.27907,140,0,34.4,37.45,126.95,133.594,9,3803,6103
DGA-M,200,1000,1000,300,500,512,10,4,0.328886,1188334,28060,3587,2851,1150274,0.239916,38.9257,0.611166,140,0,34.35,37.35,142.4,69.5012,7,14309,10300
DGA-M,200,1000,1000,300,500,512,10,5,0.353764,1151745,7101,36,0,1134722,0,0,0,140,0,34.35,37.4,119.75,88.4094,6,4401,2700
DGA-M,200,1000,1000,300,500,512,10,6,0.320281,1162592,13156,72,0,1139436,0,0,0,140,0,34.4,37.3,112.8,86.593,9,8656,4500
DGA-M,200,1000,1000,300,500,512,10,3,0.346421,1180969,23908,12654,7999,1147098,0.677325,109.213,2.4258,140,0,34.45,37.25,121.1,87.7802,8,6652,4704
DGA-M,200,1000,1000,300,500,512,10,7,0.345773,1169597,17405,5600,3000,1142258,0.256499,40.96,2.30403,140,0,34.55,37.55,152.95,92.7371,10,6800,5104
DGA-M,200,1000,1000,300,500,512,10,9,0.342428,1203721,37159,7522,5800,1156575,0.481839,79.1893,0.693132,140,0,34.4,37.35,171.05,83.1852,6,20708,9050
DGA-M,200,1000,1000,300,500,512,10,8,0.337729,1206452,39107,22662,22504,1157584,1.8653,307.255,0.224239,140,0,34.35,37.35,152.6,101.384,11,12003,4500
RCGA-ABC,200,1000,1000,300,500,512,10,8,0.312288,1191341,29957,21904,11382,1151429,0.955394,155.402,0.34317,140,0,34.35,37.35,193.4,103.217,8,4753,3350
CGAPD,200,1000,1000,300,500,512,10,1,0,1162457,13204,6744,4249,1139277,0.365519,58.013,2.80672,140,0,34.45,37.45,118.45,82.9253,0,1650,4902
DGA-M,200,1000,1000,300,500,512,10,10,0.326762,1180866,23710,7981,2704,1147185,0.228984,36.9186,0.51676,140,0,34.45,37.4,146.4,97.7045,11,10105,5702
CGAPD,200,1000,1000,300,500,512,10,4,0,1155373,9004,5275,3369,1136369,0.291594,45.9981,3.39648,140,0,34.35,37.35,117.5,63.6905,0,1051,2753
CGAPD,200,1000,1000,300,500,512,10,6,0,1160841,12155,3210,2029,1138686,0.174787,27.7026,2.52498,140,0,34.4,37.4,116.25,71.6796,0,1851,7202
CGAPD,200,1000,1000,300,500,512,10,5,0,1159692,11554,4781,2528,1138175,0.217989,34.5156,2.48507,140,0,34.35,37.5,123.65,77.3878,0,2450,4403
CGAPD,200,1000,1000,300,500,512,10,2,0,1163507,13658,6385,3892,1139887,0.334506,53.1388,2.86337,140,0,34.35,37.5,116.25,50.4543,0,1451,5955
CGAPD,200,1000,1000,300,500,512,10,8,0,1162960,13554,4183,2353,1139487,0.202329,32.1263,2.28319,140,0,34.35,37.4,115.9,59.6451,0,1950,7551
CGAPD,200,1000,1000,300,500,512,10,3,0,1163996,14105,9213,5674,1139979,0.487459,77.469,3.7942,140,0,34.45,37.1,120.85,76.0785,0,1050,3954
CGAPD,200,1000,1000,300,500,512,10,7,0,1165194,14804,7002,4252,1140417,0.364918,58.054,2.82116,140,0,34.55,37.6,118.6,70.2961,0,2451,5450
